,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,소재,재질,팔걸이,등받이,종류,인테리어
380,499,184634,"체어센스 글래스 투명 카페 인테리어 업소용 의자, 팔무 화이트",37000,1748817030,False,0,5.0,9.0,False,,착불배송,9.0,NULL,NULL,기타,NULL,NULL,등받이있음,NULL,NULL
381,500,184634,"[모아가구] [높은 원형보조의자 식당의자 분식점의자 업소용의자] [식탁의자], 블랙",20000,89672089,False,0,4.5,70.0,False,,0,10.0,NULL,블랙,NULL,NULL,팔걸이없음,등받이없음,NULL,모던/심플
382,501,184634,"[해피데이]원형등 화장대의자, 엔틱",48900,553263,False,0,4.5,131.0,False,해피데이,착불배송,26.0,410 x 410 x 650mm,브라운,우드,원목,NULL,NULL,보조의자/스툴,NULL
383,503,184634,"하늘창가구 두줄알미늄의자 4개묶음 야외용 테라스의자 정원의자 4p 펜션 리조트, 두줄알미늄의자(4개세트)",141200,1638328000,False,2,4.0,1.0,False,하늘창가구,0,1.0,W52*D57*SH44*H75,실버,NULL,알루미늄,NULL,NULL,NULL,NULL
384,504,184634,"아기의자 P-Edition+허그래빗2종(베개+라이너) 유아 이유식의자, 메탈그레이/에곤뉴트럴:핑크",128900,1524210401,False,20,5.0,4.0,False,에시앙,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
385,505,184634,"하늘창 뉴사자벤치 야외벤치 정원 가든 2인용 목재 공원벤치 원목 카페 테라스, 뉴사자벤치-내츄럴",112200,132768637,False,13,4.0,12.0,False,하늘창가구,0,9.0,W125xD61xSH37xH70,브라운,우드,원목,NULL,등받이있음,NULL,NULL
386,506,184634,"지엠퍼니처 모카 인테리어 카페의자 인테리어의자, *모카_그레이",48900,271096813,False,0,5.0,32.0,False,지엠퍼니처,착불배송,23.0,NULL,NULL,패브릭,NULL,NULL,등받이있음,식탁의자,NULL
387,507,184634,"밴프 애니멀 스툴, 트리케라톱스 그린",18900,4968806038,True,0,5.0,10.0,False,밴프,0,11.0,NULL,그린,인조/천연가죽,NULL,팔걸이없음,등받이없음,NULL,키즈/캐릭터
388,508,184634,"팀버토츠 2인용 모나소파, NATURAL",107350,1204528468,True,3,4.5,62.0,False,팀버토츠,0,19.0,780 x 430 x 450 mm,NULL,인조/천연가죽,NULL,NULL,NULL,아동용의자,NULL
389,509,184634,"가구느낌 체스 좌식의자 가죽, 블랙",22900,4395369479,False,42,4.5,172.0,False,가구느낌,0,17.0,NULL,NULL,인조/천연가죽,NULL,팔걸이없음,NULL,NULL,NULL
390,510,184634,"노노스 레오 원형 스툴, 블랙",21110,96824780,True,57,4.5,117.0,False,노노스,0,20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,514,184634,"라꾸라꾸 리클라이너 체어 CBK-800, 체어(블랙 + 실버), 쿠션(브라운)",72930,1376267110,True,1,4.5,36.0,False,라꾸라꾸,0,33.0,NULL,브라운,기타,NULL,NULL,등받이있음,리클라이너,NULL
392,515,184634,"리빙패밀리 미니등받이의자 캠핑의자 인테리어의자, 초록",7700,291674963,False,0,4.5,53.0,False,,"3,000",36.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,516,184634,"라자가구 코니 벤치 수납 스툴 1200, 메이플",81000,2233933372,True,0,3.5,15.0,False,라자가구,0,15.0,1200 x 400 x 430 mm,화이트,NULL,NULL,NULL,등받이없음,NULL,NULL
394,520,184634,라꾸라꾸 팔걸이 좌식의자 M,69000,1129839,True,0,4.5,1206.0,False,,0,111.0,680 x 1230 x 700 mm,블루,NULL,패브릭,NULL,NULL,NULL,NULL
395,522,184634,"로얄 사각의자(대), 대승 로얄 사각의자(대) _그레이(8044)",4100,4537156235,False,0,5.0,5.0,False,,"3,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
396,523,184634,"팀버토츠 1인용 모나소파, NATURAL",84450,1204528386,True,14,4.5,73.0,False,팀버토츠,0,19.0,NULL,NULL,NULL,NULL,NULL,NULL,소파,NULL
397,524,184634,"톡앤톡 슈퍼빈백 자이언트 빈백 수유의자 임산부쇼파 프리미엄 1인 원룸소파, 데님블루",79000,4744462385,False,50,4.5,22.0,False,,"5,000",22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,525,184634,"RYMD 라탄 바스켓 스툴, 혼합 색상",48020,257743871,True,12,5.0,28.0,False,,0,19.0,NULL,NULL,라탄,NULL,NULL,등받이없음,스툴/화장대의자,NULL
399,526,184634,"젤리맘 와이즈체어 A클래스 변신 아기의자 + 가방 + 카트, 라라블라썸(와이즈체어), 그레이(가방), 그레이(카트 + 리드줄)",108660,4321869289,False,1,5.0,27.0,False,젤리맘,0,27.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,527,184634,"오에이데스크 모던원형 원목스툴 OD119, 다크그레이",19800,88514398,True,33,4.5,45.0,False,,0,18.0,NULL,NULL,패브릭,NULL,NULL,등받이없음,NULL,NULL
401,528,184634,"THEJOA 이케아st 플라스틱의자 인테리어의자, 샌드체어-화이트",12900,103756934,False,46,4.0,20.0,False,,착불배송,14.0,405*490*455*780,화이트,NULL,철재+플라스틱,NULL,NULL,식탁의자,NULL
402,529,184634,"트랜드클릭 보조의자 스툴 AG11, 그레이",15990,1476439550,False,0,3.5,12.0,False,,0,12.0,one size/free,그레이,NULL,NULL,NULL,등받이없음,NULL,NULL
403,530,184634,"오에이데스크 수납함 의자 대형, 영국",8900,51410330,True,33,4.0,273.0,False,,0,96.0,48 x 31 x 31 cm,멀티(혼합)컬러,NULL,인조가죽,NULL,NULL,NULL,NULL
404,531,184634,"쇼신 슈크르 사각 스툴의자, 그레이",13900,1353238090,True,0,4.5,32.0,False,,0,32.0,NULL,NULL,패브릭,NULL,NULL,NULL,스툴/화장대의자,NULL
405,532,184634,"티에스퍼니처 TS 마카롱 2인 벤치 골드프레임 식탁스툴 인테리어의자, 핑크",91100,305258648,True,0,4.0,12.0,False,티에스퍼니처,0,8.0,NULL,NULL,기타,NULL,NULL,등받이없음,스툴/화장대의자,NULL
406,535,184634,"일룸 윙 키즈 인조가죽 의자, 블루",159000,177131124,True,0,4.5,63.0,False,일룸,0,37.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,아동용의자,모던/심플
407,537,184634,"하나리빙 아기 원목 식탁의자 월넛, 내츄럴",42000,4535757947,True,0,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,538,184634,"[에코DIY] 원목 450스툴, 네츄럴",19500,1611561,True,0,4.0,45.0,False,,0,15.0,355 x 355 x 450 mm,베이지,우드,원목,NULL,NULL,보조의자/스툴,NULL
409,539,184634,"야마토야 뉴마터나 플러스 아펠 트레이 매트, 라이트 그레이",20000,187594295,True,20,4.0,25.0,False,야마토야,0,16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,540,184634,"티렉스캐스터 프리미엄 고급형 가정 사무용 2인치 3인치 의자바퀴 (고탄성 우레탄 플라스틱 우레탄), 고급형 플라스틱 우레탄 의자바퀴 블랙 5개",9000,5503011285,False,0,5.0,27.0,False,티렉스캐스터,0,27.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
411,542,184634,"에시앙 범보 P의자 + 카트 트레이 + 에어매쉬 크라운 2종 세트, 의자(헤이즐넛), 트레이(에곤뉴트럴), 크라운(도트 인디핑크)",128900,2335291554,True,0,5.0,20.0,False,에시앙,0,20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,543,184634,"업브레인 빈백생산 숨쉬는 EPP 빈백 충전재 추가증정, EPP 50L(10L추가증정)",10900,38971740,False,0,4.5,77.0,False,업브레인,0,26.0,60cm*80cm,화이트,NULL,epp,NULL,NULL,NULL,NULL
413,545,184634,"위드퍼니처 아르망 브로몰딩 접이식 벤치 1800, 브라운",76800,1776912008,False,0,5.0,16.0,False,위드퍼니처,0,16.0,NULL,NULL,기타,NULL,NULL,등받이없음,벤치형의자,모던/심플
414,546,184634,"위드퍼니처 아르망 브로몰딩 접이식 의자, 브라운",26000,1816535147,True,10,4.5,19.0,False,위드퍼니처,0,19.0,NULL,NULL,NULL,NULL,NULL,등받이있음,접이식의자,NULL
415,548,184634,"뽀로로 친구들 PVC 2인 유아소파, 뽀로로친구들 PVC 2인 핑크",79000,1220601657,False,0,5.0,9.0,False,뽀로로,"7,000",9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416,549,184634,"까사마루 아마빌레 스툴 벤치 2p, 그레이",39800,26659946,True,32,4.0,405.0,False,까사마루,0,80.0,NULL,그레이,패브릭,폴리에스터 + 부직포 + 스펀지 + MDF,NULL,NULL,NULL,NULL
417,550,184634,"MK(엠케이) 힙스터 스툴 수납 깡통의자, 그레이",23000,4383125133,False,9,4.5,9.0,False,,0,9.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
418,551,184634,"쁘리엘르 프렌즈 워싱 키즈 빈백, 라벤더",43630,1149861882,True,1,4.5,27.0,False,쁘리엘르,0,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,553,184634,"에이스독서대 기도의자 기도손, 메이플",13000,4735553384,True,0,4.5,4.0,False,에이스독서대,0,4.0,NULL,브라운,NULL,NULL,팔걸이없음,등받이없음,NULL,내추럴
420,554,184634,"블루밍홈 네이쳐원목스툴, 아이보리",12800,1063165,False,55,4.5,540.0,False,블루밍홈,0,21.0,320 x 320 x 450 mm,화이트,우드,원목,NULL,NULL,보조의자/스툴,NULL
421,556,184634,"블루밍홈 S 파스텔 좌식의자 메쉬, 스카이블루",33400,39025364,True,25,4.0,417.0,False,블루밍홈,0,163.0,102 x 55 x 12 cm,블루,NULL,메쉬,NULL,NULL,NULL,NULL
422,558,184634,"지엠퍼니처 엘리 골드 벨벳 원형 스툴, 핑크",39900,4536803527,False,20,4.5,74.0,False,지엠퍼니처,0,32.0,NULL,NULL,패브릭,NULL,팔걸이없음,등받이없음,스툴/화장대의자,NULL
423,560,184634,"에시앙 점보의자 전용 플레이 앙쥬 리드줄, 앙쥬 리드줄 160CM",5920,1495567200,False,20,5.0,3.0,False,에시앙,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,561,184634,"화인 인테리어 수입의자, 04_라온_화이트",30000,327265591,False,21,4.5,12.0,False,화인,0,6.0,NULL,화이트,플라스틱,NULL,NULL,등받이있음,식탁의자,NULL
425,564,184634,"한셀 다용도 접이식 키높이 발판 매직의자, 화이트",15000,4729832494,True,0,5.0,1.0,False,한셀,0,2.0,NULL,화이트,NULL,NULL,팔걸이없음,등받이없음,NULL,모던/심플
426,565,184634,"이케아 아기 식탁의자 ANTILOP 식당 하이체어, 04.블루의자+블루트레이",21500,4832065594,False,0,4.5,186.0,False,이케아,"9,900",10.0,NULL,NULL,NULL,NULL,NULL,NULL,아동용의자,NULL
427,566,184634,"이쯔 코코 2인용 유아소파, 라이트 퍼플",83720,66949402,True,9,4.5,83.0,False,이쯔,0,38.0,NULL,바이올렛/보라,NULL,PU (폴리우레탄),NULL,NULL,NULL,NULL
428,567,184634,"북유럽 인테리어 간이 의자, 화이트",12000,4541327469,True,0,3.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,568,184634,"지오리빙 팔걸이 플라스틱의자, 팔걸이의자(그레이)",12500,319683974,False,0,4.5,13.0,False,,0,12.0,NULL,그레이,플라스틱,NULL,NULL,등받이있음,야외/캠핑용의자,NULL
430,569,184634,"THEJOA 써클체어 이동형, 블랙",19940,4389477257,True,0,4.5,96.0,False,,0,49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,571,184634,"아가드 포르텐 하이체어, 오팔그레이",159000,19383380,True,27,4.5,244.0,False,아가드,0,61.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,572,184634,"이케아 암체어 홀름뷔 PELLO90160720, 단품_901.607.20",47000,98628368,False,0,4.0,136.0,False,,착불배송,33.0,NULL,베이지,패브릭,NULL,NULL,NULL,안락의자,NULL
433,574,184634,"베르니 등받이 인테리어 의자 2p, 브라운",33800,1273675731,True,0,4.0,52.0,False,,0,50.0,NULL,브라운,기타,NULL,NULL,등받이있음,접이식의자,NULL
434,575,184634,"1인용 북유럽 골드체어 벨벳의자 네일샾 패디 카페 인테리어 쇼파 인테리어의자, 핑크",69500,1723047594,False,0,4.0,17.0,False,,"10,000",17.0,NULL,핑크,NULL,NULL,NULL,등받이있음,소파,로맨틱
435,576,184634,"블루밍홈 마카롱 좌식의자, 모카",21400,275887000,True,28,4.0,29.0,False,블루밍홈,0,12.0,NULL,NULL,패브릭,NULL,팔걸이없음,NULL,좌식의자,NULL
436,577,184634,"노리마루 키높이방석 성장속도 단계조절2단방석, 02_그레이캔디",29900,340992169,False,50,4.5,22.0,False,,0,19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
437,581,184634,"라꾸라꾸 투톤 체어 Easy-0006, 블랙 + 아이보리",46600,1129841,True,0,4.5,812.0,False,라꾸라꾸,0,60.0,one size,화이트,NULL,폴리우레탄,NULL,NULL,NULL,NULL
438,582,184634,"바른자세 커브드체어 자세교정의자 디스크 척추 보조 등받이 체형 슬림, 레드",31200,5206910098,False,61,4.5,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,583,184634,"한솔 쇼신 메모리아 스툴의자 M, 스카이",21380,1376130978,True,5,4.0,89.0,False,,0,87.0,NULL,블루,패브릭,NULL,NULL,등받이없음,NULL,NULL
440,584,184634,"파란들 피에타 LPM 1400 벤치 의자 겸 테이블 ch, 멀바우",36900,58509692,False,0,4.0,66.0,False,파란들,착불배송,24.0,NULL,브라운,기타,NULL,NULL,등받이없음,NULL,모던/심플
441,588,184634,"라로퍼니처 그라나다 원목 3인용 방석 벤치의자 실내벤치, 단품",93000,258914316,False,53,4.5,11.0,False,,착불배송,11.0,NULL,브라운,우드,NULL,NULL,등받이있음,벤치형의자,NULL
442,590,184634,"플라스틱 팔걸이 의자 4ea 세트, 블루*4개",43900,4946451207,False,20,5.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,592,184634,"라비베베 너도밤나무 우드 아기 하이체어, 라이트 베이지",78970,2282543359,True,9,5.0,7.0,False,라비베베,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,595,184634,"뉴코드체어 야외라탄의자 고정형 휴양지느낌 인조라탄 야외용의자 테라스 카페 인테리어, 쿠션미포함, 화이트",62200,4891394371,False,19,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,야외용의자,내추럴
445,597,184634,"산들리빙 작업의자 바퀴의자 환의자 높낮이 이동식 보조 병원 상담 스툴, C12 환의자_블랙",21900,17115424,False,45,4.5,17.0,False,,0,16.0,350x450~560,블랙,NULL,인조가죽,NULL,NULL,NULL,NULL
446,598,184634,"야마토야 뉴스쿠스쿠 트레이 매트, 라이트그레이",16270,59890048,True,34,4.0,79.0,False,야마토야,0,18.0,NULL,화이트,NULL,실리콘,NULL,NULL,NULL,NULL
447,600,184634,"엠파이어 사무용 의자 바퀴 AH2BM10UT 5p, 혼합 색상",11650,212811817,True,3,4.5,11.0,True,,,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,601,184634,"이안에다있다 국산 플라스틱 사각 의자 야외용 간이 보조, 블루",4500,89695338,False,0,4.5,10.0,False,,"3,000",1.0,NULL,블루,플라스틱,NULL,NULL,등받이없음,야외/캠핑용의자,NULL
449,602,184634,"까사마루 접이식 엣지스툴 벤치형, 레드",17900,21493000,True,45,4.5,573.0,False,까사마루,0,81.0,76 x 38 x 38cm,레드,NULL,PVC,NULL,NULL,NULL,NULL
450,603,184634,"CRC 체어 롤러 캐스터 의자바퀴 5p, 블랙",25000,4841482829,True,0,4.5,3.0,False,체어롤러캐스터,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,605,184634,"사계절공간연출 투톤원형보조플라스틱의자, 블루",4900,5289702,False,0,4.5,274.0,False,,착불배송,34.0,NULL,블루,플라스틱,플라스틱,NULL,등받이없음,NULL,NULL
452,606,184634,"블루밍홈 딸기 좌식 의자, 레드",22410,1826534934,True,19,4.0,20.0,False,블루밍홈,0,16.0,NULL,NULL,패브릭,NULL,팔걸이없음,NULL,좌식의자,NULL
453,607,184634,"의자중심봉 유압봉 의자부품, A형 195",12500,40058103,False,0,4.5,43.0,False,,0,13.0,NULL,블랙,NULL,기타,NULL,NULL,NULL,NULL
454,608,184634,"노르디코 휴대용 부스터 유아식탁의자시트, 그레이",19710,311689273,True,10,4.5,15.0,False,노르디코,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,609,184634,"두리데코 수납형 콘솔 의자, 화이트",38930,33882066,True,2,4.5,92.0,False,,0,41.0,W 360mm x D 290mm x H 420mm,화이트,NULL,합성목재,NULL,NULL,NULL,NULL
456,610,184634,"TREE 스툴스 사각 접이식 의자 S, 퍼플",8990,277045635,True,5,4.0,40.0,False,,0,32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,611,184634,"윤영아이엔티 벨라 스툴, 코발트블루",31900,1271121129,True,0,5.0,32.0,False,,0,25.0,NULL,NULL,패브릭,NULL,NULL,NULL,NULL,NULL
458,612,184634,"비에프컴퍼니 비올렛 철재 의자 2p, 블랙",51100,43208916,True,13,4.0,176.0,False,,0,35.0,NULL,블랙,NULL,PU,팔걸이있음,NULL,NULL,NULL
459,614,184634,"까사마루 알루미늄 폴딩 플랫체어, 아이보리",38900,5233682564,True,8,5.0,1.0,False,까사마루,0,1.0,NULL,NULL,NULL,알루미늄,NULL,NULL,NULL,NULL
460,615,184634,"보니타 코쿤 주니어 빈백 에어메쉬 C107, 오렌지",54330,27697868,True,1,4.0,31.0,False,보니타,0,18.0,800 x 1000 mm,NULL,NULL,에어메쉬,NULL,NULL,NULL,NULL
461,616,184634,"가팡 스툴의자 STOOL00102, 화이트",15420,1620213490,True,0,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462,617,184634,"제우스가구 DIY 900 x 400 벤치의자, 화이트",33600,37735798,True,11,4.0,172.0,False,,0,56.0,900*400*470(mm),화이트,NULL,합성목재,NULL,NULL,벤치형의자,모던/심플
463,620,184634,"베스트리빙 캘빈 3인 벤치, 내츄럴 + 아이보리",54900,29794356,True,0,4.0,187.0,False,베스트리빙,0,37.0,1400 x 350 x 460 mm,화이트,NULL,원목,NULL,NULL,벤치형의자,내추럴
464,622,184634,"리빙스토리 엘리체어 스툴, 엘리체어_화이트",9500,267463419,False,43,5.0,60.0,False,,"6,000",47.0,35*35*47,화이트,플라스틱,플라스틱,NULL,NULL,NULL,NULL
465,623,184634,"스마트킹카 5단 조절 접이식 등받이 쿠션 좌식의자, 그레이",26000,5341663523,True,0,4.0,3.0,False,,0,2.0,NULL,NULL,NULL,NULL,팔걸이없음,NULL,좌식의자,NULL
466,625,184634,"원더원 에르모소 페브릭 벤치 76 x 38 cm, 그레이",20840,2305954846,True,0,5.0,8.0,False,원더원,0,8.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,모던/심플
467,627,184634,퍼니코 리노 아카시아 원목 3인 벤치의자 1500,81000,157781447,False,41,5.0,18.0,False,퍼니코,0,11.0,W1480xD360xH450mm(±50mm),NULL,NULL,원목,NULL,NULL,NULL,내추럴
468,628,184634,"이케아 MAMMUT 어린이 스툴 301.766.44, 화이트",9400,4948209747,False,13,5.0,3.0,False,이케아,0,3.0,NULL,화이트,플라스틱,플라스틱,NULL,NULL,아동용의자,NULL
469,629,184634,"뉴타임즈9 아기식탁식의자어린이식의자휴대용접가능다기능 bb학의자 ST01 A8, 연핑크",33800,1419523073,False,6,4.0,14.0,False,,0,14.0,NULL,NULL,NULL,NULL,NULL,NULL,아동용의자,NULL
470,630,184634,저소음우레탄의자바퀴 나이스9mm 미리 의자부품 의자부속 바퀴교환 의자부속품 사무실의자바퀴 책상의자바퀴,1400,263323381,False,0,4.5,21.0,False,,"2,500",19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
471,631,184634,"위드퍼니처 아르망 1020 브로몰딩 접이식 벤치 야외의자, 브라운",32000,2011141408,True,2,5.0,2.0,False,위드퍼니처,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,야외/캠핑용의자,NULL
472,633,184634,"무중력의자 [한정 -보관커버 증정]특특대형 접이식 캠핑침대의자(악마체어시리즈) 리클라이너, META9_네이비",49900,225468177,False,16,4.0,12.0,False,무중력의자,0,10.0,NULL,네이비,NULL,NULL,NULL,등받이있음,NULL,NULL
473,634,184634,"패브릭 수납형 벤치 의자 화장대 접이식 수납스툴 의자, 싱글-PU, 블랙",14900,1952514413,False,0,5.0,19.0,False,할메이드,0,19.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
474,635,184634,"퍼피노 패브릭 원목 수납 스툴 화장대 의자 pn115, 오트밀",23000,339262098,False,53,4.0,25.0,False,퍼피노,0,24.0,NULL,NULL,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
475,636,184634,"ARENA 게이밍 의자 TYPE 4, 블랙",254520,1535863613,True,0,4.5,48.0,False,ARENA,0,36.0,NULL,NULL,인조/천연가죽,NULL,NULL,등받이있음,게이밍의자,NULL
476,637,184634,"에스디엘 야외 벤치의자 공원벤치 야외테이블 야외벤치, 02. 평벤치/120",89000,1871666325,False,0,4.0,8.0,False,,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
477,638,184634,"위크나 게이밍 컴퓨터 의자 PC방 사무용 발받침대, 흑백+ 발받침대",98000,5184670053,False,0,5.0,9.0,False,,0,9.0,NULL,NULL,NULL,NULL,팔걸이있음,등받이있음,안락의자,NULL
478,639,184634,"버드시아 점보쿠션 아기의자, 예쁜 노랑",75000,1794715,False,0,4.5,290.0,False,버드시아,0,39.0,NULL,옐로우,NULL,PU (폴리우레탄),NULL,NULL,NULL,NULL
479,640,184634,"디자인스킨 케이크 유아 소파, 핑크",88200,1606702,True,0,4.5,312.0,False,디자인스킨,0,28.0,NULL,핑크,NULL,PU (폴리우레탄),NULL,NULL,NULL,키즈/캐릭터
480,641,184634,"세이지폴 북클레벤 유아소파, 프렌치그레이",99000,201154019,True,10,4.5,41.0,False,세이지폴,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,기타,키즈/캐릭터
481,644,184634,"에코DIY 헬리콘 사각 홈바스툴, 그레이",24900,279929624,True,3,4.0,35.0,False,텐바이텐,0,26.0,NULL,NULL,패브릭,NULL,NULL,등받이없음,홈바/아일랜드식탁의자,NULL
482,645,184634,"도리퍼니처 디올벤치 화이트 / 카페 인테리어 2인의자, 빈티지",28000,102377651,False,0,4.5,46.0,False,도리퍼니처,0,8.0,100cm x 30cm x 47cm,브라운,기타,철제,NULL,NULL,NULL,내추럴
483,646,184634,"21세기트랜드 레트로 수납스툴 단의자, 레드",34240,1419577176,True,5,4.0,31.0,False,21세기트랜드,0,27.0,NULL,레드,인조/천연가죽,NULL,NULL,등받이없음,NULL,NULL
484,647,184634,"시디즈 2단 발받침대 패딩형 (커버 포함):: SB01F1, 차콜그레이 SB01F1 3D1",67900,4751167589,False,10,4.5,6.0,False,시디즈,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,649,184634,"베스트렉 B227 인테리어의자 1+1 식탁의자 책상의자, 블랙(1+1)",55900,4559729,False,0,4.0,137.0,False,베스트렉,0,49.0,NULL,NULL,인조/천연가죽,인조가죽,NULL,NULL,인테리어의자,
486,650,184634,"서우홈 쿠션 스툴, 블랙",19500,4629738284,True,0,4.0,20.0,False,서우홈,0,20.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
487,651,184634,"공간웰리빙 플라스틱의자 간이 보조 야외 접이, B형 블루",2600,172081179,False,0,4.0,42.0,False,,"5,000",10.0,NULL,NULL,플라스틱,NULL,NULL,등받이없음,야외/캠핑용의자,NULL
488,653,184634,"인홈즈 뚜껑 보조의자 화장대의자, 블루",18900,5109888429,False,9,5.0,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,658,184634,"이케아 홈바의자 stig 스티그 바스툴 두종류 선택형, 63CM",21700,1554556319,False,0,5.0,4.0,False,이케아,착불배송,3.0,NULL,NULL,플라스틱,NULL,팔걸이없음,등받이있음,홈바/아일랜드식탁의자,NULL
490,661,184634,"클로버 의자 4p, 화이트",76260,1690055410,True,2,4.5,12.0,False,,0,12.0,NULL,화이트,플라스틱,NULL,NULL,등받이있음,사무/학생용의자,NULL
491,662,184634,"구스퍼니처 원목 접이식 앤틱 유아의자, 앤틱-브라운",47900,2441524,False,0,4.5,40.0,False,,0,3.0,NULL,NULL,NULL,원목,NULL,NULL,NULL,NULL
492,663,184634,"아이리스 1인 릴렉스체어 WAC-L, 그레이",86540,71716042,False,0,4.5,94.0,False,아이리스,0,52.0,"사용시(58 x 88 x 101 cm), 폴딩시(58 x 63 x 54 cm)",그레이,NULL,스틸적층합판,NULL,NULL,NULL,NULL
493,664,184634,"보니타 대형 빈백 블루밍 스웨이드 B807, 블루",82450,26977051,True,6,4.0,109.0,False,보니타,0,39.0,지름 700mm x 높이 650mm,블루,NULL,스웨이드,NULL,NULL,NULL,NULL
494,665,184634,"더조은공간 등받이의자 보조의자 앉은뱅이의자 작업의자 바퀴의자 네일페디의자 청소의자, A형(높은)-검정",28100,1411852210,False,0,4.5,11.0,False,,착불배송,11.0,NULL,멀티(혼합)컬러,NULL,인조가죽,NULL,NULL,NULL,NULL
495,666,184634,"유아 유치원 성인 미니등받이의자 간이플라스틱의자 2가지 사이즈, 빨강",7700,5416474773,False,0,4.0,5.0,False,,"3,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,667,184634,"엠파이어 볼트 브레이크 의자바퀴 A14RM12BKB 5p, 검정",7080,190607410,True,0,3.5,6.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,670,184634,"게이밍좌식의자SA500, SA500 화이트",89900,311700143,False,0,4.0,77.0,False,블루밍홈,"4,500",34.0,NULL,블랙,NULL,NULL,팔걸이있음,NULL,NULL,NULL
498,671,184634,"기능성 안락체어, 신규KPP5000",74900,205856257,False,11,4.5,6.0,False,무중력의자,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,672,184634,"본스토리 편백나무 히노끼 다용도의자, 혼합 색상",25000,61784204,True,44,4.5,100.0,False,,0,66.0,NULL,NULL,우드,NULL,NULL,NULL,아동용의자,NULL
500,673,184634,"더조아 라이트골드 스툴, 블루",28900,4711881539,True,31,5.0,35.0,False,,0,31.0,NULL,NULL,패브릭,NULL,NULL,NULL,NULL,NULL
501,674,184634,"SU디자인 국산 원목 화장대 수납 스툴 의자, 수납형(화이트)",56500,1517078440,False,0,5.0,94.0,False,,0,79.0,NULL,화이트,NULL,원목,NULL,NULL,NULL,NULL
502,675,184634,"[1+1이벤트]A형의자/카페의자/업소용의자/인테리어의자, 블랙, 카키",52900,2269638356,False,11,4.5,18.0,False,,0,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,676,184634,미코 5점벨트 단품,9700,18325188,False,2,4.5,17.0,False,,"3,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
