,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,인테리어,방식,각도조절
744,854,184624,"무중력의자 홈쇼핑 1인용 원룸 슬립온 소파 의자 다다미 소형 거실 1인 접이식 현대, 02 연그레이",178480,4357014685,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
745,855,184624,"리클라이너의자 누울수있는의자 접이식 브레이크타임 휴대용 소형차 사무실 낮잠침대 경제 화원 빅사이즈 겨울 야외, T08-(보강한 원형파이프)56그레이(업그레이드)+융솜",93300,5576513872,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
746,856,184624,"[나비효과가구] [나비효과] 페이지 1인 나파가죽 리클라이너 소파, 색상:네이비",635520,4776993399,False,23,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
747,857,184624,"달팽이 1인 베드 쇼파 리클라이너 패브릭 소파 1인용 220364, AA",811400,5591095529,False,0,,,False,,"9,900",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
748,858,184624,"바퀴달린의자 동그란 회전 미용실 이발소 의자 리프트 둥근 걸상 헤어 전용 바퀴 네일시트, 오류 발생시 문의 ( 셀러킹 ), 03 종려색",94000,5555665930,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
749,859,184624,"1인용 수면의자 모션쇼파 테크노 천 소파 거실 1등 우주선 다목적 전동 마사지 스마트, 오류 발생시 문의 ( 페어그린0304 ), 오류 발생시 문의 ( 페어그린0304 )",14736000,5275804574,False,0,,,False,,0,,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL
750,860,184624,"리클라이너의자 가정용 접이식의자 휴대용 심플 플라스틱 접이식스툴의자 등받이 컴퓨터 사무실의자 훈련의자 식탁의자, T23-주홍 모던스타일",37900,4980912471,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
751,861,184624,"수유의자 1인용리클라이너소파 아기실 수유 의자 신생아 수유신기 가정용 캐주얼 다용도 임산, 오류 발생시 문의 ( 라이블리빈 )",404000,5539147231,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
752,862,184624,"리클라이너 딥슬립체어 휴식의자 개성있는 창의성 게으름뱅이 소파 의자 다다미 1인용, 02 레이크 블루",222200,4752164305,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
753,863,184624,"마이더 3인 초생피 리클라이너 소파, 베이지",1449570,5553098049,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
754,865,184624,"움직이는쇼파 모션쇼파 게이밍리클라이너 거실 1인 소파 게으름뱅이 전동 기능 네일숍, 오류 발생시 문의 ( 페어그린0506 ), 오류 발생시 문의 ( 페어그린0506 )",1386000,5281015470,False,0,,,False,,0,,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL
755,866,184624,"1인 소파베드 접이식 안락의자 사무실 다용도 멀티 회전, C",306000,5415874299,False,43,,,False,세화,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
756,867,184624,"몰입체어 bj 경륜의자 놀이방 의자 방석용 일체형 침대형 게으른 사람용 소파 PC방, 오류 발생시 문의 ( 엠디리얼티 2 ), 01 색칠을 하다, 01 강철로 만든 발",384800,4791241612,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
757,868,184624,"리클라이너의자 야외 행운의말 이코노미형 성인 낚시 접이식판 품질 스테인레스 아동의자, T07-스텐옐로 색",43200,5576365601,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
758,869,184624,"1인용 리클라이너 쇼파 탁범의 집 눕는 의자 간이 다용도 접이_92, 02 커피색벤치(면패드 손잡이 미포함",99500,5069612363,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
759,870,184624,"리클라이너 패션 소파 소파 Slipcovers 스트레치 안락 의자 소파 커버 소프트 소파 Slipcovers 소파 의자, 06 15_01 1-seat 90-140cm",36400,4741771935,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
760,871,184624,"1인 리클라이너 아쿠아 클린 텍스 물소가죽 사하라 조약돌 1인용 소파 의자 겸용 디자이너, 06 1인승 하이 등받이(비고색 촬영)",3463600,5081391704,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
761,872,184624,"리클라이너의자 누울수있는의자 접이식 오후휴식 여름시즌 베란다 가정용 캐주얼 낮잠 접이식의자 수면의자 국다용도 사무실 낮잠의자, T19-(특별히굵은 사각파이프)합금 실버 잠금+붕대",62700,5192456876,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
762,873,184624,"내하체중100~280kg 무중력의자, NEW_KPP8000",89900,217490993,False,10,,,False,무중력의자,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
763,874,184624,"조절 릴렉스 패브릭 벤치 접이식 낮잠 의자 캐주얼 등받이 가정용 발코니 휴대용, 09 보라+벤치 대홍",205300,5470744679,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
764,875,184624,"딥슬립체어 리클라이너 1인용안락의자 북유럽 회전슬립온 소파 수유수유의자 사무용 컴퓨터, 01 베이지색",134800,4730361172,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
765,876,184624,"원룸 소파 1인용 각도조절 접이식 의자 리클라이너, AJ(발받침대 포함)",163000,4760599729,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
766,877,184624,"모듈소파 1인용쇼파 넓은 리클라이너 소파 사무용 인더스트리얼 가구 사무실 티 테이블, 01 1인실[서피]",2232480,4703928998,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
767,878,184624,"리클라이너의자 휴대용 접이식테이블과의자 장 노점 사무 프로모션 테이블아웃 심플 공부책상 차량용 피크닉, T12-1.2아이보리 펀칭불필요+6천스툴의자",118500,4981175761,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
768,879,184624,"해외 콩주머니형 다용도 소파리클라이너 이클라이너 소파 예쁜소파 1인용소파-15584, 옵션05, 단일옵션",120200,4998864130,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
769,880,184624,"리클라이너의자 포스트모던 접이식 신발장 벽결이형 신발정리대 심플 현관 의자 문입구 완전무선 접이식의자, T03-페인트 금 03(492*428*70mm)",270800,1983983667,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
770,881,184624,"1인용 리클라이너 소파 1인가구 원룸 사무실 편안한 쇼파 수면 의자, A.서클- 스트라이프 블루",166400,5430235653,False,56,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
771,882,184624,"스트레스리스리클라이너 무지 1인용 쇼파 받받침세트, 녹색 + 발판 (분리세척가능)",298600,4708191532,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
772,883,184624,"리클라이너의자 테이블의자 고무 의자실목 식탁의자 홈웨어 사무 스툴 접이식 회전 등받이의자, T09-블랙 의자 X1장작",103400,2008282742,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
773,884,184624,"가죽 천연면피 USB 전동 리클라이너 전동족발 소파넷 홍채이 소파침대 샤워 사우나 족욕침, 01 커피색",250000,5280589855,False,0,,,False,,0,,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL
774,885,184624,"리클라이너의자 누울수있는의자 낮잠, #01 럭셔리스타일 블루그레이 쿠션 색상 랜텀",72300,1300076836,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
775,886,184624,"리클라이너의자 접이식의자 접이식스툴의자 스몰 휴대 접이식 휴대용 실외 낚시의자 원형의자 가정용 스툴, #05-보강한 편관(카모그린)",29700,2339671434,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
776,887,184624,"리클라이너의자 접이식 대나무의자 대나무흔들의자 성인 가정용 브레이크타임 야외의자 노인 낮잠 올드식 의자베란다 실목 등받이의자, T18-(누움 잠 을 세 번 자다)평평히누울수있는 침대",141300,5576529249,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
777,888,184624,"리클라이너의자 접이식침대 싱글침대 브레이크타임 심플 가정용 낮잠 간호 침대휴대용 사무실 다용도 행군침대 누울수있는의자, T10-오늘---(사각파이프 6중 보강한)190cm그레",91900,5576494730,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
778,889,184624,"달팽이 리클라이너 베드 패브릭 1인 쇼파 소파 1인용 797916, AM",262300,5591310632,False,0,,,False,,"9,900",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
779,890,184624,"네일아트 족욕을 함 U발을씻다 가게 사우나 USB 충전가능 소형 심플 소파 궤, 디럭스 스테인리스 스틸 베이지 색깔",176000,5519208636,False,38,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
780,891,184624,"1인용 일인 컴퓨터 책상 리클라이너 수유 휴식 쇼파 소파 패브릭 게이밍 편안한 등받이 안락의자, A",183300,5337572331,False,56,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
781,892,184624,"1인용리얼가죽 리클라이너 전동쇼파 경쾌귀비 의자 소파 1인용 전동식 스태빌라이저의 헤드, 사양] 가",5106000,4644458141,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
782,894,184624,"야근 간병인 리클라이너 접이식 낮잠자리 베란다레저 백사장 등받이 슬립온 소파 휴대용, 01 【무상배면 매트】 8단 니켈 블랙으로",139650,4625923273,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
783,895,184624,"무중력의자 두랄루민 초경량의자, 익스트림리헤로오렌지",25900,1703434105,False,27,,,False,무중력의자,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
784,896,184624,"리클라이너의자 야외 접이식의자 휴대용 원형의자 지하철 캐주얼 휴대 캠핑 낚시의자 그림그리기의자 작은키 ., T14-E23경량타입 접이식 등받이의자(스몰사이즈)",33700,2241312731,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
785,897,184624,"낮잠 안락의자 리클라이너 슬립온 소파 1인용 소형 경제형 패브릭 원룸 거실 등받이, 08 1인용 다크블루+발걸이의자",487600,4751617982,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
786,898,184624,"달팽이 1인용 쇼파 베드 패브릭 1인 소파 리클라이너 429217, AB",266000,5591455484,False,0,,,False,,"9,900",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
787,899,184624,"리클라이너의자 접이식의자 휴대용 성인 사무실의자 레저 등받이의자 가정용 회의용의자 식탁의자 기숙사 컴퓨터의자, T08-전기도금 대 감 표면두꺼운(표준스타일)",45800,5522657436,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
788,900,184624,"무중력의자 펜션에서 좋은 야외의자, 1890",239000,1791778232,False,0,,,False,무중력의자,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
789,901,184624,"1인용리클라이너 쇼파 원룸 원목 비치 의자 접이식 눕방 점심휴식 발코니 가정용 캐주얼, 30 팔걸이+원목+주홍",180660,4584644370,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
790,902,184624,"제조업자 전동 안락의자 족욕을 함 발을씻다 스파, 베이지 색깔 전동 타입",423100,5396606717,False,41,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
791,903,184624,"헤어샵미미 견고함 싱글 잠을 자다 레터링네일아트 모래 H 발 페디큐어 의자 작고깜찍 앉을 수 있는 작업 방 W, 흑백 스트라이프 단가라 수동 모델이다",202400,4943726150,False,45,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
792,904,184624,"잔플렉스 궤 족욕을 함 발을씻다 소파 네일숍, 3D 탁상용대 재떨이 _거치대 3D",151400,4715565598,False,34,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
793,905,184624,"명품 코스트코 소파 배드 접이식 쇼파 침대 겸용 노르딕 라이트 럭셔리 심플 애벌레, 페달, 가죽의 첫 번째 레이어 밝은 검정색 10 일 동안",1373200,5500203373,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
794,906,184624,"리클라이너 소파 1인용 수동 침대형 쇼파 접이식 안락의자, AL",244000,5575469740,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
795,907,184624,"1인용 노트북 수유 휴식 거실 안방 안락 패브릭 원룸 휴식 편안한 의자 리클라이너 쇼파 소파, S- 린넨-커피",1603100,5269917427,False,4,,,False,,0,,NULL,NULL,NULL,패브릭,NULL,NULL,NULL
796,908,184624,"수유의자 1인용 리클라이너 쇼파 디즈니 수유 베개 안아주기와 수유신기 슬립온 월자 아기, 14 황색 융단 원단 30CM 다리 높이",187400,5539231484,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
797,909,184624,"1인용 리클라이너 쇼파 가정용 레저 베란다의 게으른 소파 낮잠 의자 접이식 의자 등받이의자, 20 디럭스 디딤발 그레이+파우치백",79500,5062446537,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
798,910,184624,"컴퓨터 의자 E- 스포츠 게이밍 의자 등받이 리클라이닝 나일론 피드 회전, 업그레이드 (색상 참고) + 나일론 피트",107600,2130427031,False,58,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,911,184624,"안락의자 잠을 자다 캐쥬얼 경제적유형 케어 족욕, 단소파 고정 의",107200,5513056069,False,42,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
800,912,184624,"리클라이너의자 대나무의자 누울수있는의자 접이식 오후휴식 여름 시원하고상쾌한 베란다 가정용 캐주얼 낮잠 등받이 편안한 여름시즌 대나무 의자, T02-업그레이드형 대나무의자",73500,5567810249,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
801,913,184624,"리클라이너의자 플라스틱 의자 두꺼운 등받이의자 미끄럼방지 가정용 팔걸이의자 야외 비치체어 경제형 대형노점 식탁의자, T05-주황색(오로지판매 한장 가격 55조각)",27200,2166033382,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
802,914,184624,"1인용리클라이너 독일리클라이너 한 | 긴 | - 익스프레스 클라우드 딱딱한 모듈 1인용 기절 반달 일인 쇼파 소파 바르셀로나 수유 무중력 1인용 안락 의자 윙체어, 의자 21",499500,5198269957,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803,915,184624,"MISOGA 웨이드 솔라원단 4인용 리클라이너 소파, 단품",1591250,4882796376,False,5,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,916,184624,"에보니아 파브 1인 리클라이너 컵홀더형 소파, 다크브라운",154550,2376393457,False,3,,,False,에보니아,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
805,917,184624,"수유 인테리어 의자 1인용 거실가구 나무 원목 우드 쇼파 리클라이너 선물용 회전 안락의자, 25센티 다리 블루 체크",131400,5596147955,False,0,,,False,,"13,900",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
806,918,184624,"1인 좌식 리클라이너 소파 쇼파 원룸꾸미기 슬립온 의자 1인용 여성 사랑스런 침실 사무용, 04 보람블루",402380,4677314474,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
807,919,184624,"1인용 리클라이너 쇼파 솔라 접이식 침대보 가정용 낮잠 사무실 성인용 눕방 간이 다목적 행, 09 [가을겨울 따뜻함★★★] 편관다단 스트",119750,5063696732,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
808,920,184624,"리클라이너의자 철공예 베란다 작은테이블의자 밀크티샵, T11-원탁 2의자--핑크",120800,5124307979,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
809,921,184624,"회전의자 컴포트 체어 우편물 교환 가능 회전소파 레저 1인용 2인용, 47 네온그린",202800,5479991978,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
810,922,184624,무중력 느낌 1인용 접이식 리클라이너 의자 리클라이너의자 체어 수면,43000,5026605877,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
811,923,184624,"모듈소파 1인용 넓은 리클라이너 소파 사무용 소파 테이블 진피 비즈니스 응접실 호텔 로비 접견 113팀 사장실, 01 프리미엄 가후 서피 1인분",1864200,4730212952,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
812,926,184624,"1인용 리클라이너 1인용소파 싱글 체어 가죽 패브릭 소파 USB충전 마사지, A.수동+흔들기 + 살구",341800,5380823492,False,75,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
813,927,184624,"리클라이너의자 누울수있는의자 접이식 오후휴식 낮잠 해변 베란다 가정용 캐주얼 등받이의자 침대 소요 휴대용, T14-(다양한단계 통이넓은 각관)그레이",72900,2211165145,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
814,928,184624,"[저스틴]시네마 천연면피 USB전동 리클라이너 4인소파, 초코브라운",1163000,2070598926,False,56,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,인조/천연가죽,모던/심플,NULL,NULL
815,929,184624,"리클라이너의자 등받이의자 결혼용 올레드 스툴 사무실 해변 기숙사 접이식스툴의자 의자 결혼 혼수용품 레드색, T08-업그레이드 강판 받침대 더블층 스펀지 검은다리",39300,2008153849,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
816,930,184624,"!46 안마의자 【실용성.높은.접이식.리클라이너.의자.전용.안마기】 용안마 상세참조 O*D <T77 my21+ 8AF352 C>904 $eA26~, Opt 리클의자+안마기세트, Opt 본상품선택",99080,5565606518,False,1,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
817,931,184624,"윙체어 1인용리클라이너 이서진 스윙소파 쇼파 미국 컨트리 소파 그룹 호랑이 의자 싱글 소파 더블 트리플 패브릭 가죽 소파 작은 아파트, 개인, 브론 징 스웨이드",521200,4506801640,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
818,932,184624,"1인용 리클라이너 쇼파 접이식 벤치 대나무 흔들의자 성인 낮잠_229, 14 [신규 확장] 흔들의자+브라운 롱매트",114500,5069607691,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
819,933,184624,"리클라이너 이동식 및 빨 성인 바나나 흔들 의자 안락 의자 안락 의자 소파 귀여운 침실 소녀 작은 소파 발, 04 Sparks Fy 4",272500,4600989399,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
820,934,184624,"무중력 프로게이머 기능성 의자 접이식 자세교정 소파 컴퓨터 고배 PC방 인터넷카전게임소파, 05 브라운/77, 오류 발생시 문의 ( 용쓰몰 )",126250,4841652532,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
821,935,184624,"리클라이너의자 접이식 양성 의자포함 글쓰기판 의자 사무실 직원 회의용의자 보드학생 교실 테이블의자 일체형, T02-회색배검좌무 글쓰기판",59600,5568990712,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
822,936,184624,"리클라이너의자 누워 의자 접을수있는, #12 커피색 삼베 발을 들여놓다",219000,1316832103,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
823,937,184624,"제조업자 족욕 전동 사우나 발마사지 발을씻다 목욕탕 발을담그다 귀파개, 다크 우주공간 그레이 F-028",528400,4503876397,False,26,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
824,938,184624,"북유럽 캐주얼 인테리어 모던 1인용 소파 거실 엔틱 쇼파, 4. 전체 가죽",1025100,5499463992,False,0,,,False,,"50,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
825,939,184624,"모듈소파 1인용 넓은 리클라이너 소파 사무실 북유럽 모던 심플 비즈니스, 01 1인용 소파",1325760,4729345886,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
826,940,184624,"1인용 리클라이너 쇼파 가생활 가후 접이식 점심 의자 눕방 낮잠 의자 임산부 비치 의자, 20 테슬린블루",91250,5062483187,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
827,941,184624,"리클라이너의자 사무실의자 접이식의자 스툴의자 등받이의자 심플 훈련의자 휴대용 가정용전기 컴퓨터의자 학생기숙사 의자, T10-유행치마 가죽타입 그린색",43300,5522665185,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
828,942,184624,"1인용 리클라이너 쇼파 레스타레스타 접이식 침대 1인실 낮잠자_66, 01 스탠더드 플레인 가드 원단",108500,5069619104,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
829,944,184624,"도림 북유럽 고급 1인용 리클라이너 '180도 등받이 조절 기능' 1인용 소파 안락의자, 옐로 + 풋스톨",158000,5531747957,False,53,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,각도조절 가능
830,945,184624,"패브릭 리클라이너 소파 1인용 수동 침대형 쇼파 안락의자, AA_S",475600,5575450017,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
831,946,184624,"리클라이너 의자 1인용 소파베드 1인리클라이너 노르딕 온실의자 베란다 가정용 1인용 소파 침실 캐주얼 낮잠 패브릭 왁스, 옵션10",1022300,4527614868,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
832,947,184624,"코스트코 무지 1인 리클라이너 소파 수유 의자 달팽이 싱글 소파 의자 모던 베이직, Ultra-qian 가죽 싱글 의자 회전",621700,4804581092,False,46,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
833,948,184624,"모던 리클라이너 무인 코스트코 양품 E 스포츠 의자 게임 의자 조종석 가정용 55, 블랙 블루, 강철 다리, 고정 팔걸이",105000,5223199969,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
834,949,184624,"1인리클라이너소파 슬립온형 소파형 거실 두꺼운 발코니 심플하고 귀여운 다다미망 레드 2인용 접이식 눕방 의자, 03 히비스커스 퍼플",257500,4550003246,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
835,950,184624,"부르봉가구 사하라텍스 기능성 해드레스트 기능성 팔걸이 3 4인 소파(B3005), 블루",990000,5394675555,False,63,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
836,951,184624,"레터링네일아트 눕다 사우나 캐쥬얼 족욕을 함 발을씻다 소파베드 발마사지, 선명한 로즈레드 플라워 블로킹 수동",266700,5292648086,False,18,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
837,952,184624,"1인용 리클라이너 히다마 일인 저상 쇼파 소파 히다마리 좌식 의자, D",145500,4762530940,False,41,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
838,953,184624,"바퀴 없는 눕는의자 1인용 리클라이너 5단 등받이조절 수면 휴식 꿀잠 의자 안락, G",100300,2229326070,False,55,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
839,954,184624,"1인용 리클라이너 쇼파 사무실 벤치 접이식 낮 의자 발코니 가_80, 07 앉아서 조절[22원관] 테슬린 스트레이",129750,5071441020,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
840,955,184624,"1인용리클라이너 에그체어 캠프밸리수유의자 북유럽 디자이너 가정용 스핀, 01 액티브 오렌지 시트(발 고정)",773600,4639336570,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
841,956,184624,"낚시의자 2020뉴타입 유럽식 다용도 누울수있음 식테이블대 접이식의자 휴대용 전지형, T07-일반형 패키지7표준 세트",128400,5061530319,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
842,957,184624,"히든스페이스 리클라이너 4인용쇼파 ha116, 라이트(연한)그레이",847000,245935170,False,26,4.5,6.0,False,히든스페이스,0,2.0,W2600 x D760 x H1000(mm/±2％),베이지,인조가죽,NULL,NULL,NULL,NULL
843,958,184624,"리클라이너쇼파 1인용쇼파 2인용쇼파 맞춤 제작하다 풋치료 소파 전동벤치 고급 다목적, 09 와인 전동 [대야와 테이블 프리]",634520,5581212963,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
844,959,184624,"리클라이너의자 접이식의자 가정용 식탁의자 편리한 휴대용 레저 스툴의자 등받이의자 심플 경량 성인 작은원형 의자, T23-80*80사각탁자+4아동의자 핑크",123800,5576492920,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
845,960,184624,좌식 등받이조절식 리클라이너 소파 슬립온 소파 다다미 접을 수 침대 1인용 JC-000214892,164200,4919313091,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
846,961,184624,"DIPYLON 미용소파 네일 소파의자 미용의자 누울 수 있는 네일숍 미용실 마스카라 1인 멀티 소파 누운 의자, 전동 173도 싱글 소파",567400,5585037301,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
847,962,184624,"네일 소파 발꿈치 미용실 타투 전용 침대 발걸이 의자 등받이 소파 의자, 08 【세면기포】전동의자 이중전동기 + 네일",2967000,4335655431,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
848,963,184624,"샤무드 임팔라 쇼파 1인용리클라이너 북유럽표정노르호/수입전진피/FOBO홈시어터, 옵션01, 01.일인",4512000,5341894594,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
849,964,184624,"스트레스리스 리클라이너 1인용 쇼파 스네일 의자 게으름뱅이 소파 망홍 모던 심플 타이거 의자 거실 발코니 침실 레저 싱글 소, 14 옐로우 오버",500000,4578261215,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
850,965,184624,"1인용리클라이너 독일리클라이너 북유럽 싱글 침실 발코니 현대 미니멀리스트 클라우드 딱딱한 모듈 1인용 기절 반달 일인 쇼파 소파 바르셀로나 수유 무중력 1인용 안락 의자 윙체어, 9",394900,5198267126,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
851,966,184624,"1인 좌식 리클라이너 소파 쇼파 원룸꾸미기 슬립온 다다미는 침대 1인용 침실 테라스를 접, 01 달 의자 그레이 프로모션",440880,4677298421,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
852,967,184624,"리클라이너의자 접이식 누울수있는의자 브레이크타임 낮잠 대나무의자 가정용 여름 노인 등받이의자 싱글 야외의자 휴대용 수면의자 비치체어, T12-업그레이드 누울수있는의자(길이늘임 통이넓은)+커",120500,5522979798,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
853,968,184624,"리클라이너의자 심플 발코니 캐주얼 눕방 의자 여자 귀여운 침실 철예 소형아파트 게으른, 08 진회색의",555800,5233717862,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
